Cities,Level,start,end
Cangzhou,Orange,13/01/2021,15/01/2021
Cangzhou,Orange,19/01/2021,27/01/2021
Cangzhou,Orange,29/01/2021,31/01/2021
Cangzhou,Orange,07/02/2021,14/02/2021
Cangzhou,Orange,24/02/2021,28/02/2021
Cangzhou,Orange,03/03/2021,15/03/2021
Cangzhou,Orange,28/10/2021,07/11/2021
Cangzhou,Orange,25/11/2021,25/11/2021
Cangzhou,Orange,03/12/2021,06/12/2021
Cangzhou,Orange,08/12/2021,12/12/2021
Cangzhou,Orange,26/12/2021,31/12/2021
Cangzhou,Orange,04/01/2022,10/01/2022
Cangzhou,Orange,19/01/2022,30/01/2022
Langfang,Orange,19/10/2018,22/10/2018
Langfang,Orange,31/10/2018,04/11/2018
Langfang,Orange,11/11/2018,16/11/2018
Langfang,Orange,22/11/2018,03/12/2018
Langfang,Orange,12/12/2018,31/12/2018
Langfang,Orange,02/01/2019,19/01/2019
Langfang,Orange,16/02/2019,23/02/2019
Langfang,Orange,16/03/2019,31/03/2019
Langfang,Orange,01/10/2019,04/10/2019
Langfang,Orange,16/10/2019,24/10/2019
Langfang,Orange,01/11/2019,07/11/2019
Langfang,Orange,20/11/2019,24/11/2019
Langfang,Orange,13/12/2019,17/12/2019
Langfang,Orange,23/12/2019,26/12/2019
Langfang,Orange,02/01/2020,08/01/2020
Langfang,Orange,26/01/2020,01/02/2020
Langfang,Orange,05/02/2020,14/02/2020
Langfang,Orange,27/02/2020,01/03/2020
Langfang,Orange,24/10/2020,26/10/2020
Langfang,Orange,09/11/2020,18/11/2020
Langfang,Orange,09/02/2021,12/02/2021
Langfang,Orange,25/02/2021,01/03/2021
Langfang,Orange,04/03/2021,15/03/2021
Langfang,Orange,28/10/2021,07/11/2021
Langfang,Orange,17/11/2021,19/11/2021
Langfang,Orange,25/11/2021,29/11/2021
Langfang,Orange,08/12/2021,12/12/2021
Langfang,Orange,27/12/2021,31/12/2021
Langfang,Orange,04/01/2022,10/01/2022
Langfang,Orange,19/01/2022,30/01/2022
Hengshui,Orange,19/10/2018,22/10/2018
Hengshui,Orange,31/10/2018,04/11/2018
Hengshui,Orange,11/11/2018,16/11/2018
Hengshui,Orange,22/11/2018,27/11/2018
Hengshui,Orange,30/11/2018,03/12/2018
Hengshui,Orange,12/12/2018,17/12/2018
Hengshui,Orange,19/12/2018,23/12/2018
Hengshui,Orange,01/01/2019,14/01/2019
Hengshui,Orange,16/03/2019,20/03/2019
Hengshui,Orange,01/10/2019,04/10/2019
Hengshui,Orange,17/10/2019,24/10/2019
Hengshui,Orange,01/11/2019,10/11/2019
Hengshui,Orange,20/11/2019,24/11/2019
Hengshui,Orange,28/11/2019,01/12/2019
Hengshui,Orange,07/12/2019,10/12/2019
Hengshui,Orange,13/12/2019,23/12/2019
Hengshui,Orange,02/01/2020,06/01/2020
Hengshui,Orange,09/01/2020,13/01/2020
Hengshui,Orange,16/01/2020,23/01/2020
Hengshui,Orange,26/01/2020,01/02/2020
Hengshui,Orange,05/02/2020,14/02/2020
Hengshui,Orange,23/10/2020,27/10/2020
Hengshui,Orange,09/11/2020,18/11/2020
Hengshui,Orange,08/12/2020,13/12/2020
Hengshui,Orange,19/12/2020,23/12/2020
Hengshui,Orange,25/12/2020,28/12/2020
Hengshui,Orange,24/01/2021,27/01/2021
Hengshui,Orange,09/02/2021,15/02/2021
Hengshui,Orange,25/02/2021,01/03/2021
Hengshui,Orange,09/03/2021,15/03/2021
Hengshui,Orange,28/10/2021,07/11/2021
Hengshui,Orange,25/11/2021,01/12/2021
Hengshui,Orange,08/12/2021,12/12/2021
Hengshui,Orange,27/12/2021,31/12/2021
Hengshui,Orange,04/01/2022,10/01/2022
Hengshui,Orange,19/01/2022,30/01/2022
Taiyuan,Orange,01/12/2018,04/12/2018
Taiyuan,Orange,03/01/2019,05/01/2019
Taiyuan,Orange,08/01/2019,14/01/2019
Taiyuan,Orange,18/01/2019,19/01/2019
Taiyuan,Orange,05/02/2019,09/02/2019
Taiyuan,Orange,11/02/2019,14/02/2019
Taiyuan,Orange,17/02/2019,26/02/2019
Taiyuan,Orange,01/03/2019,04/03/2019
Taiyuan,Orange,01/10/2019,02/10/2019
Taiyuan,Orange,20/10/2019,23/10/2019
Taiyuan,Orange,31/10/2019,09/11/2019
Taiyuan,Orange,14/11/2019,16/11/2019
Taiyuan,Orange,05/12/2019,09/12/2019
Taiyuan,Orange,12/12/2019,16/12/2019
Taiyuan,Orange,20/12/2019,22/12/2019
Taiyuan,Orange,26/12/2019,31/12/2019
Taiyuan,Orange,04/01/2020,07/01/2020
Taiyuan,Orange,13/01/2020,15/01/2020
Taiyuan,Orange,18/01/2020,31/01/2020
Taiyuan,Orange,16/11/2020,17/11/2020
Taiyuan,Orange,25/11/2020,30/12/2020
Taiyuan,Orange,19/01/2021,26/01/2021
Taiyuan,Orange,19/01/2022,29/01/2022
Datong,Orange,01/10/2019,02/10/2019
Datong,Orange,05/01/2020,08/01/2020
Datong,Orange,14/01/2020,31/01/2020
Datong,Orange,04/11/2021,06/11/2021
Yangquan,Orange,15/11/2018,16/11/2018
Yangquan,Orange,22/11/2018,06/12/2018
Yangquan,Orange,08/12/2018,21/12/2018
Yangquan,Orange,01/01/2019,06/01/2019
Yangquan,Orange,17/01/2019,20/01/2019
Yangquan,Orange,23/01/2019,01/02/2019
Yangquan,Orange,12/02/2019,31/03/2019
Yangquan,Orange,01/10/2019,02/10/2019
Yangquan,Orange,11/10/2019,14/10/2019
Yangquan,Orange,17/10/2019,23/10/2019
Yangquan,Orange,31/10/2019,10/11/2019
Yangquan,Orange,22/11/2019,25/11/2019
Yangquan,Orange,05/12/2019,10/12/2019
Yangquan,Orange,13/12/2019,16/12/2019
Yangquan,Orange,20/12/2019,24/02/2020
Yangquan,Orange,14/11/2020,18/11/2020
Yangquan,Orange,25/11/2020,30/12/2020
Yangquan,Orange,20/01/2021,26/01/2021
Yangquan,Orange,11/03/2021,18/03/2021
Yangquan,Orange,27/01/2022,29/01/2022
Changzhi,Orange,30/11/2018,04/12/2018
Changzhi,Orange,09/12/2018,12/12/2018
Changzhi,Orange,04/01/2019,07/01/2019
Changzhi,Orange,17/01/2019,21/01/2019
Changzhi,Orange,28/01/2019,31/01/2019
Changzhi,Orange,11/02/2019,22/03/2019
Changzhi,Orange,01/10/2019,03/10/2019
Changzhi,Orange,31/10/2019,10/11/2019
Changzhi,Orange,08/12/2019,15/12/2019
Changzhi,Orange,20/12/2019,31/12/2019
Changzhi,Orange,05/01/2020,14/02/2020
Changzhi,Orange,14/11/2020,18/11/2020
Changzhi,Orange,28/11/2020,30/12/2020
Changzhi,Orange,20/01/2021,01/02/2021
Changzhi,Orange,02/11/2021,06/11/2021
Changzhi,Orange,16/11/2021,22/11/2021
Changzhi,Orange,20/01/2022,10/02/2022
Jincheng,Orange,30/11/2018,04/12/2018
Jincheng,Orange,08/12/2018,28/12/2018
Jincheng,Orange,03/01/2019,09/01/2019
Jincheng,Orange,16/02/2019,02/03/2019
Jincheng,Orange,07/03/2019,22/03/2019
Jincheng,Orange,01/10/2019,03/10/2019
Jincheng,Orange,20/10/2019,23/10/2019
Jincheng,Orange,30/10/2019,10/11/2019
Jincheng,Orange,14/11/2019,16/11/2019
Jincheng,Orange,22/11/2019,24/11/2019
Jincheng,Orange,05/12/2019,09/12/2019
Jincheng,Orange,12/12/2019,15/12/2019
Jincheng,Orange,19/12/2019,10/02/2020
Jincheng,Orange,24/11/2020,31/12/2020
Jincheng,Orange,18/01/2021,26/01/2021
Jincheng,Orange,01/11/2021,06/11/2021
Jincheng,Orange,14/11/2021,21/11/2021
Jincheng,Orange,06/12/2021,11/12/2021
Jincheng,Orange,19/01/2022,10/02/2022
Shuozhou,Orange,01/10/2019,02/10/2019
Shuozhou,Orange,04/11/2019,09/11/2019
Shuozhou,Orange,06/12/2019,09/12/2019
Shuozhou,Orange,12/12/2019,16/12/2019
Shuozhou,Orange,20/12/2019,31/12/2019
Shuozhou,Orange,10/01/2020,14/01/2020
Shuozhou,Orange,14/11/2020,18/11/2020
Shuozhou,Orange,28/11/2020,31/12/2020
Shuozhou,Orange,19/01/2021,31/01/2021
Shuozhou,Orange,19/01/2022,29/01/2022
Jinzhong,Orange,30/11/2018,03/12/2018
Jinzhong,Orange,03/01/2019,15/01/2019
Jinzhong,Orange,17/01/2019,21/01/2019
Jinzhong,Orange,26/01/2019,31/01/2019
Jinzhong,Orange,02/02/2019,15/03/2019
Jinzhong,Orange,01/10/2019,02/10/2019
Jinzhong,Orange,20/10/2019,23/10/2019
Jinzhong,Orange,31/10/2019,09/11/2019
Jinzhong,Orange,16/11/2019,16/11/2019
Jinzhong,Orange,12/12/2019,15/12/2019
Jinzhong,Orange,20/12/2019,22/12/2019
Jinzhong,Orange,25/12/2019,31/12/2019
Jinzhong,Orange,03/01/2020,11/01/2020
Jinzhong,Orange,15/01/2020,31/01/2020
Jinzhong,Orange,25/11/2020,30/12/2020
Jinzhong,Orange,20/01/2021,25/01/2021
Jinzhong,Orange,07/01/2022,10/01/2022
Jinzhong,Orange,19/01/2022,29/01/2022
Yuncheng,Orange,29/11/2018,05/12/2018
Yuncheng,Orange,30/12/2018,30/12/2018
Yuncheng,Orange,08/01/2019,15/01/2019
Yuncheng,Orange,17/01/2019,19/01/2019
Yuncheng,Orange,16/02/2019,05/03/2019
Yuncheng,Orange,01/10/2019,02/10/2019
Yuncheng,Orange,20/10/2019,24/10/2019
Yuncheng,Orange,31/10/2019,10/11/2019
Yuncheng,Orange,03/12/2019,16/12/2019
Yuncheng,Orange,19/12/2019,21/12/2019
Yuncheng,Orange,26/12/2019,31/12/2019
Yuncheng,Orange,02/01/2020,05/01/2020
Yuncheng,Orange,07/01/2020,02/02/2020
Yuncheng,Orange,08/02/2020,14/02/2020
Yuncheng,Orange,24/11/2020,30/12/2020
Yuncheng,Orange,18/01/2021,21/01/2021
Yuncheng,Orange,24/11/2021,29/11/2021
Yuncheng,Orange,03/12/2021,03/01/2022
Yuncheng,Orange,19/01/2022,10/02/2022
Xinzhou,Orange,01/10/2019,02/10/2019
Xinzhou,Orange,20/10/2019,23/10/2019
Xinzhou,Orange,31/10/2019,03/11/2019
Xinzhou,Orange,12/12/2019,15/12/2019
Xinzhou,Orange,20/12/2019,14/02/2020
Xinzhou,Orange,14/11/2020,18/11/2020
Xinzhou,Orange,28/11/2020,31/12/2020
Xinzhou,Orange,20/01/2021,01/02/2021
Xinzhou,Orange,09/02/2021,15/02/2021
Xinzhou,Orange,24/02/2021,28/02/2021
Xinzhou,Orange,06/03/2021,15/03/2021
Xinzhou,Orange,05/11/2021,06/11/2021
Xinzhou,Orange,13/11/2021,19/11/2021
Xinzhou,Orange,25/11/2021,29/11/2021
Xinzhou,Orange,07/12/2021,15/12/2021
Xinzhou,Orange,21/12/2021,10/01/2022
Xinzhou,Orange,20/01/2022,29/01/2022
Linfen,Orange,30/11/2018,04/12/2018
Linfen,Orange,09/12/2018,11/12/2018
Linfen,Orange,13/12/2018,21/12/2018
Linfen,Orange,30/12/2018,03/01/2019
Linfen,Orange,16/01/2019,20/01/2019
Linfen,Orange,23/01/2019,31/01/2019
Linfen,Orange,04/02/2019,07/02/2019
Linfen,Orange,17/02/2019,15/03/2019
Linfen,Orange,01/10/2019,02/10/2019
Linfen,Orange,20/10/2019,24/10/2019
Linfen,Orange,31/10/2019,09/11/2019
Linfen,Orange,06/12/2019,16/12/2019
Linfen,Orange,19/12/2019,21/12/2019
Linfen,Orange,26/12/2019,31/12/2019
Linfen,Orange,02/01/2020,03/01/2020
Linfen,Orange,13/01/2020,06/02/2020
Linfen,Orange,09/02/2020,14/02/2020
Linfen,Orange,13/11/2020,18/11/2020
Linfen,Orange,24/11/2020,30/12/2020
Linfen,Orange,18/01/2021,21/01/2021
Linfen,Orange,26/01/2021,26/01/2021
Linfen,Orange,06/02/2021,15/02/2021
Linfen,Orange,23/02/2021,01/03/2021
Linfen,Orange,02/11/2021,06/11/2021
Linfen,Orange,13/11/2021,21/11/2021
Linfen,Orange,25/11/2021,29/11/2021
Linfen,Orange,04/12/2021,10/01/2022
Linfen,Orange,25/01/2022,10/02/2022
Lvliang,Orange,30/11/2018,03/12/2018
Lvliang,Orange,04/01/2019,12/01/2019
Lvliang,Orange,18/01/2019,19/01/2019
Lvliang,Orange,28/01/2019,06/02/2019
Lvliang,Orange,27/02/2019,25/03/2019
Lvliang,Orange,01/10/2019,02/10/2019
Lvliang,Orange,10/10/2019,14/10/2019
Lvliang,Orange,20/10/2019,24/10/2019
Lvliang,Orange,31/10/2019,11/11/2019
Lvliang,Orange,14/11/2019,16/11/2019
Lvliang,Orange,05/12/2019,09/12/2019
Lvliang,Orange,12/12/2019,16/12/2019
Lvliang,Orange,20/12/2019,31/12/2019
Lvliang,Orange,02/01/2020,03/02/2020
Lvliang,Orange,15/11/2020,18/11/2020
Lvliang,Orange,28/11/2020,31/12/2020
Lvliang,Orange,20/01/2021,25/01/2021
Lvliang,Orange,13/11/2021,21/11/2021
Lvliang,Orange,25/11/2021,29/11/2021
Lvliang,Orange,06/12/2021,11/12/2021
Lvliang,Orange,13/12/2021,15/12/2021
Lvliang,Orange,21/12/2021,10/01/2022
Lvliang,Orange,20/01/2022,10/02/2022
Jinan,Orange,14/11/2018,15/11/2018
Jinan,Orange,23/11/2018,04/12/2018
Jinan,Orange,13/12/2018,22/12/2018
Jinan,Orange,11/01/2019,15/01/2019
Jinan,Orange,19/02/2019,28/02/2019
Jinan,Orange,02/03/2019,06/03/2019
Jinan,Orange,01/10/2019,01/10/2019
Jinan,Orange,19/10/2019,24/10/2019
Jinan,Orange,31/10/2019,03/11/2019
Jinan,Orange,21/11/2019,24/11/2019
Jinan,Orange,08/12/2019,11/12/2019
Jinan,Orange,21/12/2019,26/12/2019
Jinan,Orange,02/01/2020,07/01/2020
Jinan,Orange,09/01/2020,23/01/2020
Jinan,Orange,14/11/2020,17/11/2020
Jinan,Orange,29/11/2020,03/12/2020
Jinan,Orange,05/12/2020,09/12/2020
Jinan,Orange,14/12/2020,20/12/2020
Jinan,Orange,03/01/2021,03/01/2021
Jinan,Orange,20/01/2021,26/01/2021
Jinan,Orange,09/02/2021,13/02/2021
Jinan,Orange,10/03/2021,14/03/2021
Jinan,Orange,14/12/2021,16/12/2021
Jinan,Orange,21/12/2021,28/12/2021
Qingdao,Orange,31/10/2019,01/11/2019
Qingdao,Orange,08/12/2019,11/12/2019
Qingdao,Orange,11/12/2020,13/12/2020
Qingdao,Orange,16/12/2020,18/12/2020
Qingdao,Orange,26/12/2020,28/12/2020
Zibo,Orange,14/11/2018,15/11/2018
Zibo,Orange,23/11/2018,04/12/2018
Zibo,Orange,13/12/2018,23/12/2018
Zibo,Orange,31/12/2018,31/12/2018
Zibo,Orange,10/01/2019,15/01/2019
Zibo,Orange,19/02/2019,06/03/2019
Zibo,Orange,01/10/2019,01/10/2019
Zibo,Orange,19/10/2019,25/10/2019
Zibo,Orange,31/10/2019,07/11/2019
Zibo,Orange,21/11/2019,24/11/2019
Zibo,Orange,07/12/2019,12/12/2019
Zibo,Orange,20/12/2019,27/12/2019
Zibo,Orange,02/01/2020,06/01/2020
Zibo,Orange,09/01/2020,23/01/2020
Zibo,Orange,13/11/2020,17/11/2020
Zibo,Orange,29/11/2020,10/12/2020
Zibo,Orange,15/12/2020,20/12/2020
Zibo,Orange,20/01/2021,25/01/2021
Zibo,Orange,09/02/2021,14/02/2021
Zibo,Orange,09/03/2021,18/03/2021
Zibo,Orange,26/10/2021,31/10/2021
Zibo,Orange,15/11/2021,21/11/2021
Zibo,Orange,09/12/2021,12/12/2021
Zibo,Orange,14/12/2021,17/12/2021
Zibo,Orange,20/12/2021,28/12/2021
Zibo,Orange,05/01/2022,10/01/2022
Zaozhuang,Orange,01/10/2019,01/10/2019
Zaozhuang,Orange,22/10/2019,25/10/2019
Zaozhuang,Orange,31/10/2019,10/11/2019
Zaozhuang,Orange,21/11/2019,24/11/2019
Zaozhuang,Orange,08/12/2019,17/12/2019
Zaozhuang,Orange,21/12/2019,30/12/2019
Zaozhuang,Orange,14/11/2020,17/11/2020
Zaozhuang,Orange,30/11/2020,23/12/2020
Zaozhuang,Orange,20/01/2021,28/01/2021
Zaozhuang,Orange,09/02/2021,14/02/2021
Zaozhuang,Orange,17/11/2021,21/11/2021
Zaozhuang,Orange,14/12/2021,17/12/2021
Zaozhuang,Orange,20/12/2021,28/12/2021
Dongying,Orange,01/10/2019,01/10/2019
Dongying,Orange,20/10/2019,24/10/2019
Dongying,Orange,31/10/2019,03/11/2019
Dongying,Orange,21/11/2019,24/11/2019
Dongying,Orange,08/12/2019,17/12/2019
Dongying,Orange,20/12/2019,29/12/2019
Dongying,Orange,14/11/2020,17/11/2020
Dongying,Orange,05/12/2020,09/12/2020
Dongying,Orange,13/12/2020,17/12/2020
Dongying,Orange,20/12/2020,26/12/2020
Dongying,Orange,20/01/2021,26/01/2021
Dongying,Orange,09/02/2021,13/02/2021
Dongying,Orange,10/03/2021,16/03/2021
Yantai,Orange,22/10/2019,25/10/2019
Yantai,Orange,31/10/2019,01/11/2019
Yantai,Orange,07/12/2019,11/12/2019
Yantai,Orange,20/12/2019,25/12/2019
Yantai,Orange,16/11/2020,17/11/2020
Yantai,Orange,10/12/2020,13/12/2020
Yantai,Orange,16/12/2020,18/12/2020
Yantai,Orange,20/12/2020,28/12/2020
Yantai,Orange,10/03/2021,15/03/2021
Yantai,Orange,20/12/2021,28/12/2021
Weifang,Orange,01/10/2019,03/10/2019
Weifang,Orange,21/10/2019,25/10/2019
Weifang,Orange,31/10/2019,10/11/2019
Weifang,Orange,21/11/2019,24/11/2019
Weifang,Orange,06/12/2019,30/12/2019
Weifang,Orange,05/12/2020,20/12/2020
Weifang,Orange,20/01/2021,25/01/2021
Weifang,Orange,06/01/2022,10/01/2022
Jining,Orange,09/11/2018,09/11/2018
Jining,Orange,14/11/2018,15/11/2018
Jining,Orange,23/11/2018,04/12/2018
Jining,Orange,13/12/2018,23/12/2018
Jining,Orange,31/12/2018,31/12/2018
Jining,Orange,10/01/2019,15/01/2019
Jining,Orange,19/02/2019,27/02/2019
Jining,Orange,02/03/2019,06/03/2019
Jining,Orange,01/10/2019,03/10/2019
Jining,Orange,19/10/2019,25/10/2019
Jining,Orange,31/10/2019,10/11/2019
Jining,Orange,21/11/2019,24/11/2019
Jining,Orange,08/12/2019,17/12/2019
Jining,Orange,20/12/2019,29/12/2019
Jining,Orange,02/01/2020,06/01/2020
Jining,Orange,09/01/2020,24/01/2020
Jining,Orange,14/11/2020,18/11/2020
Jining,Orange,23/11/2020,02/12/2020
Jining,Orange,05/12/2020,09/12/2020
Jining,Orange,16/12/2020,20/12/2020
Jining,Orange,03/01/2021,05/01/2021
Jining,Orange,20/01/2021,24/01/2021
Jining,Orange,09/02/2021,14/02/2021
Jining,Orange,10/03/2021,14/03/2021
Jining,Orange,04/11/2021,05/11/2021
Jining,Orange,16/11/2021,20/11/2021
Jining,Orange,25/11/2021,27/11/2021
Jining,Orange,03/12/2021,06/12/2021
Jining,Orange,14/12/2021,16/12/2021
Jining,Orange,20/12/2021,28/12/2021
Jining,Orange,06/01/2022,10/01/2022
Taian,Orange,01/10/2019,01/10/2019
Taian,Orange,19/10/2019,25/10/2019
Taian,Orange,31/10/2019,03/11/2019
Taian,Orange,20/11/2019,24/11/2019
Taian,Orange,06/12/2019,15/12/2019
Taian,Orange,19/12/2019,30/12/2019
Taian,Orange,24/11/2020,26/11/2020
Taian,Orange,29/11/2020,02/12/2020
Taian,Orange,05/12/2020,13/12/2020
Taian,Orange,16/12/2020,21/12/2020
Taian,Orange,03/01/2021,05/01/2021
Taian,Orange,20/01/2021,26/01/2021
Taian,Orange,09/02/2021,14/02/2021
Taian,Orange,19/12/2021,28/12/2021
Weihai,Orange,31/10/2019,02/11/2019
Weihai,Orange,26/12/2020,28/12/2020
Rizhao,Orange,01/10/2019,01/10/2019
Rizhao,Orange,31/10/2019,02/11/2019
Rizhao,Orange,14/11/2020,17/11/2020
Rizhao,Orange,01/12/2020,03/12/2020
Rizhao,Orange,05/12/2020,11/12/2020
Rizhao,Orange,16/12/2020,20/12/2020
Rizhao,Orange,20/01/2021,24/01/2021
Linyi,Orange,01/10/2019,01/10/2019
Linyi,Orange,19/10/2019,25/10/2019
Linyi,Orange,31/10/2019,03/11/2019
Linyi,Orange,06/12/2019,16/12/2019
Linyi,Orange,20/12/2019,30/12/2019
Linyi,Orange,14/11/2020,17/11/2020
Linyi,Orange,05/12/2020,15/12/2020
Linyi,Orange,20/01/2021,26/01/2021
Linyi,Orange,09/02/2021,13/02/2021
Linyi,Orange,26/10/2021,01/11/2021
Linyi,Orange,16/11/2021,21/11/2021
Linyi,Orange,02/12/2021,07/12/2021
Linyi,Orange,14/12/2021,28/12/2021
Dezhou,Orange,01/11/2018,04/11/2018
Dezhou,Orange,14/11/2018,15/11/2018
Dezhou,Orange,23/11/2018,04/12/2018
Dezhou,Orange,13/12/2018,22/12/2018
Dezhou,Orange,31/12/2018,31/12/2018
Dezhou,Orange,10/01/2019,15/01/2019
Dezhou,Orange,18/02/2019,06/03/2019
Dezhou,Orange,01/10/2019,01/10/2019
Dezhou,Orange,19/10/2019,25/10/2019
Dezhou,Orange,31/10/2019,04/11/2019
Dezhou,Orange,08/12/2019,11/12/2019
Dezhou,Orange,21/12/2019,26/12/2019
Dezhou,Orange,02/01/2020,06/01/2020
Dezhou,Orange,09/01/2020,24/01/2020
Dezhou,Orange,14/11/2020,17/11/2020
Dezhou,Orange,05/12/2020,28/12/2020
Dezhou,Orange,20/01/2021,26/01/2021
Dezhou,Orange,09/02/2021,14/02/2021
Dezhou,Orange,10/03/2021,14/03/2021
Dezhou,Orange,15/12/2021,16/12/2021
